TP_LINGUA;NU_NOTA_MT;NU_NOTA_CH;NU_NOTA_CN;NU_NOTA_LC;NU_CORRETAS_MT;NU_CORRETAS_CH;NU_CORRETAS_CN;NU_CORRETAS_LC;TX_COERENCIA_MT;TX_COERENCIA_CH;TX_COERENCIA_CN;TX_COERENCIA_LC;CO_PROVA_MT;CO_PROVA_CH;CO_PROVA_CN;CO_PROVA_LC
1;447.1;475.9;478.8;497.1;9;16;11;18;000001010000000000100100000111000000010000122;100100001110000000110001101001001000011010002;001000011100010001100000001100000110000002222;111100111010000100001001001101100001010000001;1077.0;1058.0;1088.0;1067.0
1;649.4;556.9;440.0;563.3;17;20;14;23;011100000001010101010100011011000000110001022;110000010100011000001110100010011000010111112;000011000001100001000011100000100110010002222;001111010110011001111111001101010001010000100;1075.0;1057.0;1085.0;1068.0
1;470.1;451.6;424.4;550.5;8;10;10;23;010010001000010000000000000000000110001001022;000000001010011001000000000010100010000001012;000110000000000100000100101000010000101002222;000101011111011001111101010100110011010000010;1075.0;1057.0;1085.0;1068.0
0;343.6;340.8;406.7;512.7;1;9;5;18;000000000000000000100000000000000000000000022;001000000000001001000010001000000100101000012;001100010000000000000000000101000000000002222;111000101010011011000001001111001101000000000;1077.0;1058.0;1088.0;1067.0
1;473.2;462.2;483.6;322.8;11;12;11;6;000100010001111101010000000000000000000001022;101000000100000101001100110010000001000000102;010010010101010100110000000000000010000012222;010000000000010000000000001010000001001000000;1077.0;1058.0;1088.0;1067.0
1;446.2;578.1;505.3;556.2;9;25;12;24;000010010000000000100001000000011010001001022;111001111010100110100011011010001010010101112;001010000101101100001000000100010000100102222;011111000111011010100111000101100001010110101;1075.0;1057.0;1085.0;1068.0
0;758.7;665.7;648.0;659.5;23;33;20;35;110000001000011111110100001011100111000111122;111010101011101111010111110110111110101111012;100101100000001101111011110111101000000002222;101110111001111100110111101111110111110111111;1078.0;1056.0;1087.0;1066.0
1;nan;625.4;nan;533.0;0;29;0;22;;110011110110111101100111101010100010010111112;;011010110010101101010101001110110001010000101;nan;1057.0;nan;1068.0
0;563.5;530.8;486.9;537.6;14;18;14;22;011000001000101010001010000110000010000011022;101101110111110000011000000111000000010000002;001001010010001010001001000101000100000012222;111110011010001010001101000110101111001010000;1077.0;1058.0;1088.0;1067.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;569.4;553.5;496.0;518.7;14;18;14;21;100101001001000101010001000100100000010101022;011111110001000000100001010011010011100001002;000000010000100110100000100001100001101102222;000000011001100011001010011001011001111110110;1076.0;1055.0;1086.0;1065.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;427.7;343.2;478.2;383.8;12;9;12;8;110000000011010110010011000000000010100000022;000000100010000000000100101010000001010010002;010001110010110000000000100000010100010002222;101000000000100100100000010000100000010000000;1078.0;1056.0;1087.0;1066.0
1;407.2;441.3;509.2;346.7;7;11;14;9;000101000000110000000000001000000000100100022;000101000110001001010000000000000011000001012;101101010000000010100010001000001000011102222;000000000100000000000000010001100110010000101;1077.0;1058.0;1088.0;1067.0
1;611.5;577.1;480.2;527.0;12;22;13;19;010000100000010010010001010001000000011011022;110001011110011001101001010010001011010001102;010110000000101000000010000111001000100012222;011110100110001001110110001000110010000000101;1075.0;1057.0;1085.0;1068.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;420.3;484.4;440.6;467.3;8;14;12;15;000000000000010010010010000000011000000101022;100000010101010011001001110010000100000001002;001000010100000011000001001100100000100012222;101010100000000000000101011010111011000010000;1077.0;1058.0;1088.0;1067.0
0;515.7;593.1;449.3;571.9;8;24;10;25;100000000001000001010000010000010100100000022;001111011001001001100001110111111100110101002;110100010000000000100000000001001001100002222;000110100000011010111111111001111001111000110;1076.0;1055.0;1086.0;1065.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;504.1;536.2;580.7;573.7;9;20;18;26;100000010010101110000000000000000000001000022;001100000110011110011000001011010010011001102;110100010001000010100010001101110011010102222;110100101011010000010101011111100101111001111;1077.0;1058.0;1088.0;1067.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;491.0;537.3;523.9;556.1;7;20;15;21;000000000000000001010100100000000100100010022;000010001000000011111101110101001101010110002;000100100101001000100010001110001010101002222;001000000010111011010001111101101000110000111;1076.0;1055.0;1086.0;1065.0
0;507.0;562.0;490.2;513.8;13;21;12;17;101001110100001000000000011000000100011100022;110000011101011000000000100010110011011101112;000010100001001001101001000110100000100002222;000011000010010011011011111101010000000000100;1075.0;1057.0;1085.0;1068.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;442.2;555.7;505.2;520.1;7;21;8;19;000001000000000001001000001000010100000000022;000101001110000101101001011111001100000111102;010000001001000000001000000010000001100002222;101110100100000010000001001110011001011010101;1077.0;1058.0;1088.0;1067.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;435.2;428.0;442.7;520.6;9;11;15;19;010000100000100011001000000100010000010000022;100100000111000000010000010001011000000001002;000101110010001110000000101100000010000112222;111100001011100011001001001110100001100010000;1077.0;1058.0;1088.0;1067.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;645.8;592.8;502.2;542.4;16;24;13;21;100001011000101000010110001010001001000001122;101100111111011100111100000010010100001110012;010100010100000000100000010101100010001002222;111000101100010000001001011100100011111001110;1077.0;1058.0;1088.0;1067.0
1;415.5;428.2;448.3;390.5;13;13;12;11;000011000000000100100001010000110000001101122;011000011010100010001000010001000000010100102;001101000011000010110000000000100101100002222;010100011000110010001100000000000100001000000;1077.0;1058.0;1088.0;1067.0
1;470.9;509.3;441.2;577.2;11;14;11;26;100100000010101011010010000000001000010000022;100001010001000000000010000010011010010101012;000010001001000000010010000100001111100002222;001101010111001001111111001110100001110100111;1075.0;1057.0;1085.0;1068.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;493.9;537.4;400.0;500.0;12;18;9;20;011000100011010001001000000000100000000010022;010000101001000011111010000100011010111000002;001000100000010000000110000000010000100012222;001001000010011101000011010010110000111111100;1078.0;1056.0;1087.0;1066.0
1;484.4;544.9;443.9;529.7;6;18;10;20;000001010001010010000000000010000000000000022;100100001110001000011100000110110100000110102;010000000000110000001000001010100100000002222;100100111100000010001101011110110001001001100;1077.0;1058.0;1088.0;1067.0
0;600.4;573.7;561.4;579.1;11;23;16;27;010000000100000000011000000101100101000001022;010100101111000001011010110110111010100101002;000111100010100010110000101000001100001012222;101100011101111000110111111000110101111001100;1078.0;1056.0;1087.0;1066.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;603.0;613.5;581.1;617.7;15;28;15;30;110010010001000000010010010001000011000111022;001110101111100100101011011110110010111110012;100101110001000001101001010000010101010002222;101110111001111101110110011101011101100011110;1078.0;1056.0;1087.0;1066.0
