TP_LINGUA;NU_NOTA_MT;NU_NOTA_CH;NU_NOTA_CN;NU_NOTA_LC;NU_CORRETAS_MT;NU_CORRETAS_CH;NU_CORRETAS_CN;NU_CORRETAS_LC;TX_COERENCIA_MT;TX_COERENCIA_CH;TX_COERENCIA_CN;TX_COERENCIA_LC;CO_PROVA_MT;CO_PROVA_CH;CO_PROVA_CN;CO_PROVA_LC
1;402.5;543.8;378.4;532.1;8;19;5;21;100001000100001001000000000000000000010001022;110000010010001000101011101010111000011001002;000000000000001000000010001000000000100002222;001101001110011001100100000011111001100100101;1075.0;1057.0;1085.0;1068.0
0;638.6;551.0;424.9;581.4;19;19;8;26;000001000001010110110000101110010011010011122;001101110111000101011001000000100100010011002;010001010010000000000000001100000010000002222;111011101110000110000001011110110111110010011;1077.0;1058.0;1088.0;1067.0
1;578.6;585.8;520.8;564.4;11;25;11;23;101101010000100001000010001010000000000010022;101111001111001111010101010010011110010110002;101110000000000100100010000111000010000002222;110111101100111011000101010111000001010010001;1077.0;1058.0;1088.0;1067.0
1;547.5;567.1;637.4;584.9;12;20;21;25;001001000010010000010011010001100100000001022;011011010111000010100001010111110001100001002;110010010101001000111010001100100001111002222;001000111100111011010110001011111010110000111;1076.0;1055.0;1086.0;1065.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;513.6;487.5;423.9;459.2;12;16;7;13;010000100010101010000101000000100000001011022;110000011001111100001110100000000000011000012;000000001001100000000010110000100000000002222;001110000011011000000001000100010001100000100;1075.0;1057.0;1085.0;1068.0
1;588.2;553.4;591.9;560.2;14;20;18;23;111010000010000100000110000001100000000011122;011000101101001011010000101010001010101100102;101101100100000010101000101110000100100112222;011100011101111100100000001000110110111010101;1078.0;1056.0;1087.0;1066.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;525.3;468.5;404.6;491.0;11;14;8;16;100001100000010000010001000010000110000011022;000100100000000100001010001000100010101111102;000000110000100000000001000001000100001002222;010000011000010100010010000000100011101101110;1078.0;1056.0;1087.0;1066.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;442.4;449.9;431.8;489.3;8;11;8;16;010001010100000000000000000100110000000001022;110001100001001000011000000000000010010000102;010010010000000001000000110010100000000002222;101100000000101100100011001000000010111001100;1078.0;1056.0;1087.0;1066.0
0;592.3;589.6;534.5;548.9;15;24;13;22;010000000101010101001000001010001010011001022;110100110010111000100010101011100010001111112;010010001100110000001010000010100000010012222;011110010011011011110111000011000011000000101;1075.0;1057.0;1085.0;1068.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;448.2;527.6;440.2;517.0;11;17;11;20;000101010001110000000000000001100101100000022;000000000111001110101110101000011000001101002;100000110100010010000010010100000000000102222;110111101000010000000001011011001101101010100;1077.0;1058.0;1088.0;1067.0
1;414.3;490.6;390.6;458.0;9;15;7;15;000100000000000100101010000110001010000000022;001100011100100100010001110010100100000100002;010100001000000000010000001100000000000012222;001010001010001000011001000000001010001010111;1077.0;1058.0;1088.0;1067.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;572.4;550.1;477.8;548.2;14;21;13;27;010001111001000000000000000001100011010011022;110000111011101001010110101000111010100100002;110010000010100100100010010000000001010002222;111111110010111000101000000011111101110111001;1078.0;1056.0;1087.0;1066.0
1;537.1;629.7;598.8;549.6;10;32;15;24;010000000000001010010000001010000100000001122;101111011111111111011111100011111001110000112;001010010001000000001011000110001100011102222;010110111100111000011010010111001101001001101;1077.0;1058.0;1088.0;1067.0
1;381.2;511.8;457.0;478.6;8;15;10;15;100000000100000000000000110010000000001010022;101110010100001000100001010000110101000100002;001000000111000000001000100110000000000012222;000000000010000010010110111000111000000101110;1076.0;1055.0;1086.0;1065.0
0;504.7;524.8;433.4;551.1;11;16;8;21;010000010010000011000011000010010000010100022;110011000101000000101110010011010000000101002;000000100000000000010000010101000010000002222;000000001001001010010110011011111100101100111;1076.0;1055.0;1086.0;1065.0
1;414.5;383.4;413.4;405.9;10;6;8;13;100100110000110010000001000001001000000000022;001000000100000000000000010000001100000000102;110000100001000000100000000010000100100002222;000000100000101000010100000000010101001010111;1078.0;1056.0;1087.0;1066.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;553.0;516.6;447.3;541.7;12;16;7;21;000010000000011101000000100000010110001011022;010010110100011001010000101000100000010001102;000010000000100100000000001010000000100002222;000101101110001011100011010010010011010100101;1183.0;1177.0;1187.0;1181.0
0;566.9;658.5;539.8;666.9;13;32;17;32;010001000000001011000010000011100001001100022;111011111111101011011010101111011100110010112;001100111000000001110000010111000111010002222;000110111111111111011001101110101111101101011;1185.0;1178.0;1189.0;1182.0
0;497.7;507.2;393.7;479.9;10;16;7;15;000000000010000101101000010000010010000101022;010010001001001000100000110100010001100101112;010000000000000010001100000001000000000102222;000000011110100000010010000001111000000101110;1076.0;1055.0;1086.0;1065.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;490.5;544.1;445.8;501.4;14;19;7;17;101010000101000000100101001000001000000101022;111000111001001000000000010011110010110010102;010000100010000000000000001000110000000002222;100000011101110110100001000000110110101000000;1186.0;1176.0;1190.0;1180.0
0;494.6;538.0;445.6;530.8;16;17;9;21;110011010100000100111000000010110011100000022;110010111001000000011000001000101110001110002;010000000000000001000000101111000000000012222;101110010001100110010101011001110011100000100;1078.0;1056.0;1087.0;1066.0
1;397.4;478.1;519.8;445.3;7;12;11;14;001001100001000000000000010000000000001100022;011011001000000001100000110000110000100000002;100001100110000000000000000110010001011002222;000000010010101010001100001001001000011001100;1076.0;1055.0;1086.0;1065.0
1;702.0;647.9;580.5;593.9;17;31;17;28;010010011101110011110001001000000000110010022;100010010111111011100111010111111101011101112;100001001111011100101000100010001010000012222;001001110001010001111101101111101011111100111;1075.0;1057.0;1085.0;1068.0
0;477.9;625.4;458.7;598.8;11;31;12;29;000100000100000011100110000000000011000101022;111111011111001011100001110111101111011100112;000001111000010000101001100010000000010002222;010100010010111111111111011101111111010000110;1076.0;1055.0;1086.0;1065.0
1;367.2;489.6;373.9;338.0;8;13;5;10;001101000010000000001000000100000000101000022;110000001010000010111100000000101010100000002;010000001000000001000000000010000000000002222;001000100010001011011010000000010000000000000;1078.0;1056.0;1087.0;1066.0
0;536.2;524.8;573.5;566.3;14;16;16;22;001011111100010001010000000100001000000010022;011111001010000000000011010101001100000100012;111000011110011000001110000011001001000002222;010100100110111001010001111111110000100000101;1076.0;1055.0;1086.0;1065.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;441.3;525.0;439.2;439.3;9;15;13;14;000000000000000010001010100000100000010101022;001011001000001001100001010010001110000011002;000001011001000100001010000111000100000012222;000000010000000000000011011101011001011010001;1076.0;1055.0;1086.0;1065.0
0;557.0;579.6;560.2;617.2;13;23;14;30;010001001100000001100010000100000110000101022;001011110001011001110101010101000001100111102;100000110110000111001000000000110000010012222;010011111000101011011111011111111101110100101;1076.0;1055.0;1086.0;1065.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;452.9;481.4;456.7;575.2;10;14;8;26;000001000000001101100000000100000010100010122;101000000110001011001001010000100000000101012;000000000000000001001000000001000011100002222;111101101010001011011101011110100001001010111;1077.0;1058.0;1088.0;1067.0
1;418.8;582.9;428.6;529.0;12;25;7;21;100011001000000000000000100000011100110010122;101100010111001101101110010011101100010101112;000000000001110000000000000010010000001002222;110101101010000000000001011011001011110011101;1077.0;1058.0;1088.0;1067.0
0;464.6;517.7;502.2;497.7;9;17;11;15;001000000011000001001000010000000010001001022;000011101010000001111001110100000010010000102;000000000110100000100000000110000000001012222;010000000000001000011101011101110000000010110;1076.0;1055.0;1086.0;1065.0
1;464.0;519.4;473.1;482.7;9;14;9;17;010001000010010000110000001000000000000001122;101000100111010000001100001010010000010001002;001001000100000000101000001000100011000002222;110000001010110011000011011000100001010010001;1077.0;1058.0;1088.0;1067.0
0;636.0;388.1;498.2;359.3;13;8;10;8;011001000000001001000010000101000101000001022;010010010001000010000000000100000000000010102;000100100011000000001011000001000100010002222;001001000100011000100000000100000001000000000;1078.0;1056.0;1087.0;1066.0
1;546.1;426.0;524.0;508.5;14;10;15;18;100011001111000101000001010000000100000110022;001010100110000000000100000001000010010010002;000010000111100011111000000010000010010102222;000000000001101011010111010101101000100010101;1076.0;1055.0;1086.0;1065.0
0;nan;439.0;nan;473.0;0;12;0;15;;000010100000010000100000001111001011100000002;;001001001010000000010100100001001000110110110;nan;1055.0;nan;1065.0
1;nan;421.5;nan;511.5;0;11;0;21;;000000110001101000000100000000000100110100002;;010111001110000001010101010101110001001101001;nan;1057.0;nan;1068.0
1;448.9;480.9;438.1;404.1;9;13;13;12;101100000000000110100000000010010000000001022;110100001010100001000100100000000010101100002;000000010101000100000100000000110110101002222;001001000000110000000010010100100000010011100;1078.0;1056.0;1087.0;1066.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;448.0;521.5;489.5;573.3;13;16;11;24;000001000000010100011100110000011001000000122;001011100100001001100001010000101001000101012;010100000100100100011010000001100000000002222;010001011100011010011111111011111000001000110;1076.0;1055.0;1086.0;1065.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;435.0;607.6;455.9;615.7;6;27;10;31;100000000000100001100000000000000000011000022;101001111101011010101010100010111111001001112;000010000000011100000010000111010001000002222;010101100111011111101111111111111100010100101;1075.0;1057.0;1085.0;1068.0
1;nan;406.4;nan;368.0;0;10;0;8;;100000010000000000000000000100110100001010012;;000110000000000000100100000010000000001100001;nan;1057.0;nan;1068.0
0;655.5;578.6;557.5;523.5;15;24;14;20;011000101000000001010010010110000000110100022;100111000100110001100101010011111011010011012;000100100001010001000000010110100011010002222;010100001000100000010010110101111001111000111;1076.0;1055.0;1086.0;1065.0
1;579.5;489.1;442.2;461.7;15;15;11;16;110000011001010000001100000111100000100001022;010110101010000010101010000101100010001000002;010001110000100000000000101000000000010002222;101000010100100100010010010011011100101000000;1186.0;1176.0;1190.0;1180.0
0;597.9;595.5;419.4;558.8;16;24;8;23;010110011001000101000010110000101000010110022;011011101100100001100000110110110011101111002;000000010010000101001000000001000000001002222;011000100100101011011110111001111001101000010;1076.0;1055.0;1086.0;1065.0
0;nan;513.4;nan;438.9;0;19;0;13;;011100011001100100111100010100011000010001002;;000011011000110100000000000010010100010011000;nan;1056.0;nan;1066.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;498.6;589.0;419.0;512.5;9;22;8;21;000000010010000010000000011011100000000000122;101100111011001110101010000110001100100011102;000000010000000010010010000000000000110002222;111000101000100010001101011011001110011100100;1077.0;1058.0;1088.0;1067.0
0;404.4;433.4;466.4;448.7;11;10;11;16;000100010011000100001100101010000000010000022;000010101100100010000001000000000000000111002;001100000000000001001001000010000001000112222;001000000000000011100101011000100100110011101;1076.0;1055.0;1086.0;1065.0
1;651.4;566.4;416.4;579.2;17;21;9;24;010000101000000011010110000101100001001011122;110000101010001010111010011100101011000111002;000010000100110000010010000000010110000002222;001110111101111100110001000000110111100011100;1078.0;1056.0;1087.0;1066.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;568.8;569.3;451.9;546.3;12;20;12;21;000000100000010001001011001000100000111000022;100000010010111010100111000110000010010111102;000111000001101110000100000100100000010002222;011101100101001001011101010001100001100100101;1075.0;1057.0;1085.0;1068.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;394.0;nan;605.4;0;12;0;31;;010010001100010000100000001101100010000000102;;010111110110011001111111011111111111001000110;nan;1057.0;nan;1068.0
1;392.6;474.9;380.9;454.8;7;14;7;17;010010000000001100000000000010110000000000022;110000001101000000110000000101110001000100012;000000100100000000100100100010000000100002222;101010010000001110010110111100100000010000001;1078.0;1056.0;1087.0;1066.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;562.4;460.2;523.1;478.0;12;12;13;14;011001001000010111010011000000000000010000022;000011100000001000100011110000100000001000102;010000010000100100000010000101100010001002222;000000100000001010010101000000101000111010110;1076.0;1055.0;1086.0;1065.0
0;497.1;595.9;467.8;511.0;10;23;13;20;000111100000000001000000000001010000000001022;110010101001001001010011011110001010111110012;010100100000100001000101010010000000111012222;100101011100010110100101000000010110101001011;1078.0;1056.0;1087.0;1066.0
0;515.9;528.5;512.1;605.8;10;18;11;29;011001001010000010010000000010001001000000022;100110100111000000000000001010000101110111012;010000001000000000000010001110100001011002222;101111111101000011001100101110111011101100111;1077.0;1058.0;1088.0;1067.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;448.5;524.3;446.8;499.8;9;16;12;18;000111000000000011101010010000000000000000022;100011000101010001100101010011001000001010002;001100000010101000100000100111000000000002222;010010100000001010001101100101111001010000110;1076.0;1055.0;1086.0;1065.0
0;451.6;399.6;499.6;548.2;11;12;11;24;001010000000000111010000000000100000110011022;001100100100000000010111010110000000010000002;010001100000000000010000000001010110010012222;111111011111010000110011110100010000101000101;1078.0;1056.0;1087.0;1066.0
0;585.1;539.9;407.1;519.1;13;21;7;20;010001010000000010001110010010010000000011122;001100000101001011001001101111110000110101002;000001010000000000000000000010110001000102222;111100001010000010001111001110011011010001000;1077.0;1058.0;1088.0;1067.0
1;416.1;429.7;567.2;472.7;11;14;14;17;100000001000100101000010000001001100000010122;011101011010001110000000000000100001000100002;000011101000100100100000010011001000001002222;001101000011001000110100001011001001110100000;1075.0;1057.0;1085.0;1068.0
1;494.0;448.7;487.5;447.0;9;12;11;15;000000001000000101000001010100010100000000122;001010000000100000111000010000101000001000112;000110000000100000000000101000001010001002222;100001100000001000011100001111001000000101001;1076.0;1055.0;1086.0;1065.0
1;474.0;481.4;403.2;464.8;13;15;8;15;100001001001000110010000101010000001010001022;010000000001010000000100100011101010100101102;000000000010101000000000101100011000000002222;010000000011001001000101010110010001000001110;1075.0;1057.0;1085.0;1068.0
0;496.1;559.3;542.0;570.2;10;19;14;24;000001000010010001000000000010110100011000022;100000011110001000000010100010011010010111112;010000001001010101010000000110000001101102222;000101000111001001111111010111110101001000101;1183.0;1177.0;1187.0;1181.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;400.2;621.0;405.8;476.2;7;27;9;16;100001000010000000010000000000000001100010022;101110111111101100101110010010001111001011012;101110100000000010000000000010000000000002222;111111001001000001000100011010001001100000000;1077.0;1058.0;1088.0;1067.0
0;582.3;503.0;547.5;518.0;13;12;15;20;100000001000010111010000000000101100011001022;000000010000001010100000110011000010000101002;000110001100010000000010111110000010110002222;011110010010110000111001110011000001100100100;1183.0;1177.0;1187.0;1181.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;577.8;522.9;422.3;462.0;13;15;9;13;100001000001010001010001000001100010011000022;100000110011110000110000101010001000000101002;000000100010011000000010001010100000010002222;010000100011001000010011000111000000100000100;1075.0;1057.0;1085.0;1068.0
1;614.2;521.9;528.0;550.8;14;17;16;23;001000001001011001110100000000001000011001022;000011111010101100000110001010000010000001102;010001010110100000000001110010110011100002222;010101011010011011011111000111100000101100100;1075.0;1057.0;1085.0;1068.0
0;376.0;439.5;440.2;424.5;7;13;8;12;000000110000101000000000000100000000000110022;100000000010000001010011000010001000010111012;001001001010000100100000000010010000000002222;000100001010010001000000010001100001001010001;1077.0;1058.0;1088.0;1067.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;844.3;692.9;697.4;593.8;29;36;28;31;011111010011111110011100101110101011010100122;111011111111100111111110011110001101111111112;110011011101110110000110011111010101011112222;110111011110011010101111001111111011001011101;1077.0;1058.0;1088.0;1067.0
1;534.3;555.8;519.0;481.5;10;18;13;18;011101000000000010000010010010000001000001022;000100111111000100011001000110101000000011102;011100010011000000101000000010110001000002222;011000111010000010101100010111000010010010100;1077.0;1058.0;1088.0;1067.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;596.4;627.4;468.8;578.2;11;28;12;26;011001010000100010010000001010001000000010022;101101011101101001011110001011101001011111102;000110101000011001101000001100000000001002222;110100101110110010001101001011101001001111111;1077.0;1058.0;1088.0;1067.0
0;639.6;519.7;566.4;523.1;14;14;18;17;011000010011111011010000000000000000111000022;100010010010110110010001100000000010000101002;110010001001010001101001000110101000100002222;010001100011001001110101010001010000000100110;1075.0;1057.0;1085.0;1068.0
0;548.6;494.5;497.0;476.0;11;15;10;17;010000000000000101010010010011010000000110022;110011010000010000110001000101000001000010102;110010100010000000010000000000000000000102222;000011001100111000000100010001011100010100101;1076.0;1055.0;1086.0;1065.0
0;455.0;379.6;451.0;420.8;7;7;10;9;000000000000100000000001001001000000011000022;010000001000010000001001000010000000100000002;000001000000000000001110000000000001100012222;000110000010000000100100000001000100000100100;1075.0;1057.0;1085.0;1068.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;405.6;497.3;468.4;452.6;8;14;9;14;010000010001001001000000000011000000000100022;000010001000011100001011000110000010000001102;000000001011001000001100000000001000001002222;000000100111001110001101010100000000000000110;1075.0;1057.0;1085.0;1068.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;386.1;343.7;510.1;475.1;8;8;12;14;010000001100110000000000000001001000000000022;000000000010010001100000000000010011001000002;100010000010100101100010001000100001100002222;010101000110000000110101000101000000100000110;1075.0;1057.0;1085.0;1068.0
1;533.2;483.6;417.3;491.5;13;13;5;15;000000111000010001011011000000001010000010022;001011000000010000000101011110001100000000012;000000000010000100010000000010000000000002222;000000100100000000011111001101110000010000101;1076.0;1055.0;1086.0;1065.0
0;606.2;590.6;424.3;565.5;14;24;8;22;100000110000001001011000001011000000000111022;110010101101000110010010101100101010111011112;000000100001000000001100001000000100000102222;101110111001110100110000000100110100111010100;1078.0;1056.0;1087.0;1066.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;451.6;515.0;511.1;512.8;8;15;13;19;001100010000000001000000000010000000000101122;000000011110101100000100110010001100000011002;001100111100000100000001000101001001010002222;110111101000000010011001010011001101010001000;1077.0;1058.0;1088.0;1067.0
0;683.7;527.9;516.3;586.5;17;19;9;24;010000000001110010010101101011000000111001022;010101011100001010110010001010011000011001002;100000000000111000000000011110000000100002222;001011101011111001111111001011010100000100100;1183.0;1177.0;1187.0;1181.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;480.2;546.1;446.2;448.2;7;19;12;12;000011010000000010000000000000010010000010022;000101111111100011000010010100011000100100102;000000000000011100011101000000101100100002222;110100001010000000010001001000001000100000101;1077.0;1058.0;1088.0;1067.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;379.4;499.5;428.2;495.8;9;16;8;17;100000000100000100100010000000101000000001022;001010000100011000101001111001000101001000012;000000000010000100100001000000000001101002222;000001001001101011011000001000101001101001100;1076.0;1055.0;1086.0;1065.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;533.4;434.8;470.7;504.0;11;11;12;19;000000010010010001010000000100011010000100122;000010100100100110100000110000001100000000002;000000011000000000011010100011000010100012222;001000001000101011010100000001011000111011111;1076.0;1055.0;1086.0;1065.0
1;nan;551.4;nan;506.7;0;21;0;21;;010000011001011111000011101010010010001001112;;010110001011001000001101011101011000110100101;nan;1057.0;nan;1068.0
0;634.5;611.9;546.7;586.8;15;25;14;27;000100011001000001010010110001000011110100022;011111011100000011101111010101110110100011002;010010010110100000101100000011101000100002222;010111110000101010111110111111001010101100101;1076.0;1055.0;1086.0;1065.0
0;545.7;555.3;578.4;595.8;11;18;16;28;000000110000010000011000001000100010000011022;100000100110111010011010100110000001000101002;100010010111111010000000010010010101100002222;011111100111011011110101000111111010000100111;1075.0;1057.0;1085.0;1068.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;508.5;nan;460.7;0;19;0;15;;011000100001001011100000001110100110011001012;;000100000100011000000001001100111011010000110;nan;1057.0;nan;1068.0
0;432.1;520.5;559.8;436.5;10;15;13;11;000001000001100010000010100000000100001001022;010010010110101000110000100011001000000001002;000000101110100000100001001010000111100002222;000100000011000010000001000100110001000001100;1075.0;1057.0;1085.0;1068.0
1;416.9;507.1;420.6;515.3;10;14;8;21;010000000010000000110010011010000100010000022;110000001001001000000010001000110010001101102;000110100000000000000010001010001100000002222;001100010101001110100101001000101000111101101;1078.0;1056.0;1087.0;1066.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;702.8;617.5;560.5;618.8;20;29;17;31;011000011001010001001111110100100110100101022;011011001111011001101001010111011111101011112;111000101100001011011010000011000001110002222;011001001101111011110111101111111001111000111;1184.0;1175.0;1188.0;1179.0
1;453.9;538.8;425.2;501.7;10;17;10;18;000001110000001100000000010001100010000000022;011000001000001001010110010100010010110110002;000000010010001000011000000100001000100102222;100000001101101100100010110100110010101001000;1078.0;1056.0;1087.0;1066.0
0;655.5;662.3;577.3;639.7;17;34;13;33;010101011000001010110000101100000011000011022;101101111111101111101111101110110100101011112;001000011011100000000010001100001000100002222;111110101111011011011001000111111011111011111;1077.0;1058.0;1088.0;1067.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;425.3;351.7;385.1;387.4;8;9;6;10;000110000000000001000001000000000110010001022;000001000000000100000100101100000001000000012;000100100010000110000000010000000000000002222;000001000000000001001001001001001010000000101;1076.0;1055.0;1086.0;1065.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;650.3;611.9;529.6;637.1;15;27;15;33;001000111000000101000010010100100100100110122;011011111111001011101001110101000111100110002;010001110101000000101010001011000000100002222;111110111001111111010101001111111001110110111;1076.0;1055.0;1086.0;1065.0
0;424.1;498.6;399.3;515.5;10;13;5;20;000000001010000110010011000001001000000010022;000000010110000110001000000110001100000010112;000000000001000000000000000000001100010002222;011101001010010010001011001111000011101001000;1077.0;1058.0;1088.0;1067.0
1;361.1;433.0;420.8;421.9;5;8;8;9;000000010000000100000010000010100000000000022;011000100000001000001010000100000010000000002;100001101000000010010000000000000000000002222;000000001100010000010000000000110100100000010;1078.0;1056.0;1087.0;1066.0
0;390.4;512.8;494.5;568.2;6;14;12;25;000000000000010100011000000001000001000000022;001011000000000001100001010000110100100001012;010011100100001000001100100110000000100002222;000010011100001010011111010111111000111100111;1076.0;1055.0;1086.0;1065.0
0;376.2;426.9;464.4;347.7;7;12;11;7;001000000000000000000010000001000011100000122;001001000000000010100110000110000000100010012;000011100001000000100000100011000000110002222;000000000000000100001000100010010000000001100;1075.0;1057.0;1085.0;1068.0
1;466.7;489.2;403.3;353.6;11;14;8;10;000011000000100001000000010010110000100011022;001100100110001101000001010000010000010001002;110110000000010000000000000100000000100002222;010000010010001000000110000010000010100000001;1077.0;1058.0;1088.0;1067.0
1;521.2;570.4;464.3;554.6;12;22;12;24;010000000000001110100010000010101100100000022;001001011110000100111011001111001100010101002;001100011000000110000000011011001100000002222;010100101110010011000001011111101000011011111;1077.0;1058.0;1088.0;1067.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;485.6;532.2;549.5;508.6;12;18;14;19;010000100010000001100101000000101100000100022;000011101000001010100001010101000111010001112;110000000010000000111100010000000001011002222;011011011100000011010101100010000000111000101;1184.0;1175.0;1188.0;1179.0
0;579.0;534.7;475.0;474.5;13;20;8;16;011010000010100010000001000101000100100001022;110000001101011100001100011101010010100111002;010001000000001010010000100000010100000002222;010101010001000100010100010001100100101100001;1078.0;1056.0;1087.0;1066.0
0;414.4;553.5;559.0;463.3;9;21;15;14;100000000000000101001000010000000111000000122;000001111111001100011000011011010101110001002;010100111001010000100010001010010010000102222;001101011010000010001101001001001100000000000;1077.0;1058.0;1088.0;1067.0
1;491.4;574.2;476.2;586.9;11;24;14;29;001000100000000000010010100000110100011000022;010110110011111001011011001010001010011001112;110010000000100110100010000100100000110102222;011100010111011001110111010111111011100110101;1075.0;1057.0;1085.0;1068.0
1;711.4;645.3;611.0;605.4;21;30;18;28;111000100000111111010101001010001010111010022;100010110110111111100011101111100110011101112;110010001111110100000001011100000010100102222;000011111111111001100111010111010001101100111;1075.0;1057.0;1085.0;1068.0
0;449.5;476.1;483.1;511.9;13;14;12;18;001100000000010010000001010100101101100001022;000001010111000101000000110011100000010000012;000100000011000100000010011110100000000002222;110100101100001010001101001000000000011001111;1077.0;1058.0;1088.0;1067.0
0;nan;513.3;nan;505.9;0;17;0;19;;111000101010000011011000010000010101110000012;;100000010100010110010010100101110100101001110;nan;1056.0;nan;1066.0
1;416.9;459.4;486.5;529.8;9;12;12;20;000010010000010000000010000010000000101110022;000000010110001110110100010000000000000010102;000000110001010000001001011011000100001002222;111110101110010000001001010010100001100010101;1077.0;1058.0;1088.0;1067.0
1;504.9;552.1;551.3;554.6;10;20;15;23;000010010110010001110100000000000000010000022;010010110100011000110100100011101010010101002;000011100000100100001000010110100001100002222;100101100011011000110111011011100001100100101;1075.0;1057.0;1085.0;1068.0
1;509.6;462.6;480.7;544.8;12;12;10;23;010011001010100000010000000001001000000011122;100000101000001010100100010000000010000100102;010000100001000001001011000001001000000002222;101001011101111110010001000100010001111100110;1078.0;1056.0;1087.0;1066.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;561.4;518.3;509.1;533.8;12;15;11;20;110100000000010000000010000001000001100110022;110000111000000000000000001001111011101100002;100011100000100010000000000000100100010012222;001001001001011100110001010100110100100101110;1078.0;1056.0;1087.0;1066.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;536.8;414.6;401.1;502.0;12;11;4;16;000101000100010000000000010101001000000011022;100000011000000001100000000001010100000110012;000000000000000000000100000000100000100002222;001100011010110000000001000100110011001000110;1078.0;1056.0;1087.0;1066.0
0;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;436.0;325.3;423.8;286.8;9;5;7;5;000010001000010000010001010000010000000001022;000000100000000100000000000000100000010100002;000001010000000000110000000000000000100012222;001000001000100000000000010000000000010000000;1078.0;1056.0;1087.0;1066.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
0;369.2;467.1;459.2;501.4;5;10;7;17;011000000000001000001000000000000000000000122;010000010000001000000000100000000010011001102;000001000001101000001010000000000000100002222;011110000011011000010011000001010100010100100;1075.0;1057.0;1085.0;1068.0
1;nan;nan;nan;nan;0;0;0;0;;;;;nan;nan;nan;nan
